Log file open, 04/28/23 01:08:43
[2023.04.27-16.08.44:275][  0]LogRHI: RHI Adapter Info:
[2023.04.27-16.08.44:275][  0]LogRHI:             Name: NVIDIA GeForce GTX 1660 Ti
[2023.04.27-16.08.44:275][  0]LogRHI:   Driver Version: 528.24 (internal:31.0.15.2824, unified:528.24)
[2023.04.27-16.08.44:275][  0]LogRHI:      Driver Date: 1-15-2023
[2023.04.27-16.08.44:275][  0]LogD3D12RHI:     GPU DeviceId: 0x2182 (for the marketing name, search the web for "GPU Device Id")
[2023.04.27-16.08.44:275][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.04.27-16.08.44:277][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.04.27-16.08.44:277][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: Bindless resources are supported
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: Ray tracing is disabled because D3D12 ray tracing tier 1.1 is required but only tier 1.0 is supported.
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.04.27-16.08.44:326][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.04.27-16.08.44:355][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.04.27-16.08.44:355][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.04.27-16.08.44:355][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.04.27-16.08.44:366][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.04.27-16.08.44:366][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.04.27-16.08.44:366][  0]LogRHI: Texture pool is 3282 MB (70% of 4689 MB)
[2023.04.27-16.08.44:366][  0]LogD3D12RHI: Async texture creation enabled
[2023.04.27-16.08.44:366][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.04.27-16.08.44:382][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/UnrealEngine5_ActionGame02/ActionGame02/ActionGame02.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/UnrealEngine5_ActionGame02/ActionGame02/Intermediate/TurnkeyReport_0.log" -log="D:/UnrealEngine5_ActionGame02/ActionGame02/Intermediate/TurnkeyLog_0.log" -project="D:/UnrealEngine5_ActionGame02/ActionGame02/ActionGame02.uproject"  -platform=all'
[2023.04.27-16.08.44:382][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/UnrealEngine5_ActionGame02/ActionGame02/ActionGame02.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/UnrealEngine5_ActionGame02/ActionGame02/Intermediate/TurnkeyReport_0.log" -log="D:/UnrealEngine5_ActionGame02/ActionGame02/Intermediate/TurnkeyLog_0.log" -project="D:/UnrealEngine5_ActionGame02/ActionGame02/ActionGame02.uproject"  -platform=all" ]
[2023.04.27-16.08.44:399][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.04.27-16.08.44:400][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.04.27-16.08.44:400][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.04.27-16.08.44:400][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.04.27-16.08.44:400][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.04.27-16.08.44:400][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.04.27-16.08.44:400][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.04.27-16.08.44:400][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.04.27-16.08.44:401][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.04.27-16.08.44:401][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.04.27-16.08.44:401][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.04.27-16.08.44:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.04.27-16.08.44:423][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.04.27-16.08.44:423][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.04.27-16.08.44:426][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.04.27-16.08.44:426][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.04.27-16.08.44:429][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.04.27-16.08.44:429][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.04.27-16.08.44:429][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.04.27-16.08.44:429][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.04.27-16.08.44:431][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.04.27-16.08.44:431][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.04.27-16.08.44:431][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.04.27-16.08.44:434][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.04.27-16.08.44:434][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.04.27-16.08.44:439][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.04.27-16.08.44:439][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.04.27-16.08.44:439][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.04.27-16.08.44:439][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.04.27-16.08.44:439][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.04.27-16.08.44:439][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.04.27-16.08.44:442][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.04.27-16.08.44:442][  0]LogTargetPlatformManager:   ADPCM
[2023.04.27-16.08.44:442][  0]LogTargetPlatformManager:   PCM
[2023.04.27-16.08.44:444][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.04.27-16.08.44:444][  0]LogTargetPlatformManager:   BINKA
[2023.04.27-16.08.44:448][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.04.27-16.08.44:448][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.04.27-16.08.44:448][  0]LogTargetPlatformManager:   OGG
[2023.04.27-16.08.44:450][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.04.27-16.08.44:450][  0]LogTargetPlatformManager:   OPUS
[2023.04.27-16.08.44:480][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.04.27-16.08.44:484][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager:   VVM_1_0
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.04.27-16.08.44:488][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.04.27-16.08.44:488][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.04.27-16.08.44:490][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file D:/UnrealEngine5_ActionGame02/ActionGame02/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.04.27-16.08.44:490][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.04.27-16.08.44:490][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file D:/UnrealEngine5_ActionGame02/ActionGame02/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.04.27-16.08.44:490][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.04.27-16.08.44:505][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.04.27-16.08.44:505][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.04.27-16.08.44:505][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.04.27-16.08.44:509][  0]LogDerivedDataCache: Speed tests for C:/Users/Kr004/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.00 seconds
[2023.04.27-16.08.44:509][  0]LogDerivedDataCache: Display: Performance to C:/Users/Kr004/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.01ms. RandomReadSpeed=2032.10MBs, RandomWriteSpeed=286.03MBs. Assigned SpeedClass 'Local'
[2023.04.27-16.08.44:511][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Kr004/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.04.27-16.08.44:511][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.04.27-16.08.44:511][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.04.27-16.08.44:511][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.04.27-16.08.44:511][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.04.27-16.08.44:512][  0]LogShaderCompilers: Guid format shader working directory is 4 characters bigger than the processId version (D:/UnrealEngine5_ActionGame02/ActionGame02/Intermediate/Shaders/WorkingDirectory/5392/).
[2023.04.27-16.08.44:512][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Kr004/AppData/Local/Temp/UnrealShaderWorkingDir/B89D4A8342A0945E7CDE56869ADD421C/'.
[2023.04.27-16.08.44:512][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.04.27-16.08.44:512][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 10 workers.
[2023.04.27-16.08.45:147][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.04.27-16.08.45:226][  0]LogShaderCompilers: Display: Compiling shader autogen file: D:/UnrealEngine5_ActionGame02/ActionGame02/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.04.27-16.08.45:226][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: ---
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: ---
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.04.27-16.08.45:379][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.04.27-16.08.45:541][  0]LogSlate: Using FreeType 2.10.0
[2023.04.27-16.08.45:541][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.04.27-16.08.45:566][  0]LogAssetRegistry: FAssetRegistry took 0.0073 seconds to start up
[2023.04.27-16.08.45:570][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.04.27-16.08.46:032][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.04.27-16.08.46:237][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: Available device profiles:
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296A00][000004473F44D800 52] GlobalDefaults, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298200][000004474504C800 52] Windows, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298400][0000044745040000 52] WindowsEditor, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297A00][000004474504A000 52] WindowsServer, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747294E00][000004473F312800 52] WindowsClient, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297C00][0000044745047800 52] IOS, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298000][0000044743680000 52] iPadAir2, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297600][0000044743687800 52] IPadPro, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296600][0000044743685000 52] iPadAir3, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297400][000004474368A000 52] iPadAir4, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296200][000004474368C800 52] iPadAir5, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296400][00000447374B0000 52] iPadMini4, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297E00][0000044743690000 52] iPadMini5, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296C00][0000044743695000 52] iPadMini6, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729AE00][000004474369C800 52] iPhone6S, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729AA00][000004474369A000 52] iPhone7, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729A800][0000044743697800 52] iPodTouch7, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298600][0000044743682800 52] iPhone6SPlus, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299200][00000447436D0000 52] iPhone7Plus, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298E00][00000447436D5000 52] iPhoneSE, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729A200][00000447436D7800 52] iPhone8, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296800][00000447436DA000 52] iPhone8Plus, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298C00][00000447436DC800 52] iPhoneX, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747295200][0000044743692800 52] iPhoneXS, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729A000][00000447436A0000 52] iPhoneXSMax, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297800][00000447436A5000 52] iPhoneXR, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299800][00000447436A7800 52] iPhone11, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299C00][00000447436AA000 52] iPhone11Pro, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729AC00][00000447436AC800 52] iPhone11ProMax, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299400][00000447436D2800 52] iPhoneSE2, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729A600][00000447436F0000 52] iPhone12Mini, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747296000][00000447436F5000 52] iPhone12, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729B000][00000447436F7800 52] iPhone12Pro, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299A00][00000447436FA000 52] iPhone12ProMax, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299600][00000447436FC800 52] iPhone13Mini, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747297200][00000447436A2800 52] iPhone13, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729B800][0000044743700000 52] iPhone13Pro, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298A00][0000044743705000 52] iPhone13ProMax, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729BA00][0000044743707800 52] iPhoneSE3, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729BE00][000004474370A000 52] iPhone14, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729C000][000004474370C800 52] iPhone14Plus, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729B200][00000447436F2800 52] iPhone14Pro, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729B400][0000044743710000 52] iPhone14ProMax, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299000][0000044743715000 52] iPadPro105, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729C800][0000044743717800 52] iPadPro129, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747298800][000004474371A000 52] iPadPro97, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729CA00][000004474371C800 52] iPadPro2_129, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729CE00][0000044743702800 52] iPad5, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729D000][00000447436E0000 52] iPad6, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729C200][00000447436E5000 52] iPad7, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729C400][00000447436E7800 52] iPad8, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[0000044747299E00][00000447436EA000 52] iPad9, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729D800][00000447436EC800 52] iPad10, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729A400][0000044743712800 52] iPadPro11, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729DA00][0000044743740000 52] iPadPro2_11, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729DE00][0000044743745000 52] iPadPro3_11, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729E000][0000044743747800 52] iPadPro4_11, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729D200][000004474374A000 52] iPadPro3_129, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729D400][000004474374C800 52] iPadPro4_129, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729B600][00000447436E2800 52] iPadPro5_129, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729E800][0000044743750000 52] iPadPro6_129, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729BC00][0000044743755000 52] AppleTV, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729EA00][0000044743757800 52] AppleTV4K, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729EE00][000004474375A000 52] AppleTV2_4K, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729F000][000004474375C800 52] TVOS, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447414B5600][0000044743790000 52] Mac, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729E200][0000044743792800 52] MacEditor, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729E400][0000044743797800 52] MacClient, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[000004474729E600][000004474379A000 52] MacServer, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A0800][0000044743742800 52] Linux, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A0A00][0000044743752800 52] LinuxEditor, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A1400][000004474379C800 52] LinuxArm64Editor, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A0200][0000044743760000 52] LinuxArm64, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A1800][0000044743765000 52] LinuxClient, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A0C00][0000044743767800 52] LinuxArm64Client, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A1E00][000004474376A000 52] LinuxServer, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A1600][000004474376C800 52] LinuxArm64Server, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A2000][0000044743795000 52] Android, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A1000][0000044743770000 52] Android_Preview_OpenGL, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A1A00][0000044743775000 52] Android_Preview_Vulkan, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A0000][0000044743777800 52] Android_Low, 
[2023.04.27-16.08.46:237][  0]LogDeviceProfileManager: 	[00000447437A2800][000004474377A000 52] Android_Mid, 
